BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 12:00 AM
BAG:nika1 add 89xĐá Titan (old: 88) lydo: Nhặt từ map at 04/11/2023 4:12 PM
BAG:nika1 add 98xĐá Ruby (old: 97) lydo: Nhặt từ map at 04/11/2023 4:13 PM
BAG:nika1 add 93xĐá Saphia (old: 92) lydo: Nhặt từ map at 04/11/2023 4:13 PM
BAG:nika1 add 48xMảnh Quỷ đất mẹ (old: 47) lydo: Nhặt từ map at 04/11/2023 4:14 PM
BAG:nika1 add 99xĐá Ruby (old: 98) lydo: Nhặt từ map at 04/11/2023 4:14 PM
BAG:nika1 add 89xĐá thạch anh tím (old: 88) lydo: Nhặt từ map at 04/11/2023 4:14 PM
BAG:nika1 add 1xĐá Ruby lydo: Nhặt từ map at 04/11/2023 4:14 PM
BAG:nika1 add 90xĐá Titan (old: 89) lydo: Nhặt từ map at 04/11/2023 4:15 PM
BAG:nika1 add 34xMảnh Quỷ bay (old: 33) lydo: Nhặt từ map at 04/11/2023 4:15 PM
BAG:nika1 add 35xMảnh Quỷ bay (old: 34) lydo: Nhặt từ map at 04/11/2023 4:15 PM
BAG:nika1 add 79xMảnh Quỷ đất (old: 78) lydo: Nhặt từ map at 04/11/2023 4:15 PM
BAG:nika1 add 49xMảnh Quỷ đất mẹ (old: 48) lydo: Nhặt từ map at 04/11/2023 4:15 PM
BAG:nika1 add 80xMảnh Quỷ đất (old: 79) lydo: Nhặt từ map at 04/11/2023 4:16 PM
BAG:nika1 add 36xMảnh Quỷ bay (old: 35) lydo: Nhặt từ map at 04/11/2023 4:16 PM
BAG:nika1 add 81xMảnh Quỷ đất (old: 80) lydo: Nhặt từ map at 04/11/2023 4:16 PM
BAG:nika1 add 50xMảnh Quỷ đất mẹ (old: 49) lydo: Nhặt từ map at 04/11/2023 4:16 PM
BAG:nika1 add 82xMảnh Quỷ đất (old: 81) lydo: Nhặt từ map at 04/11/2023 4:16 PM
BAG:nika1 add 37xMảnh Quỷ bay (old: 36) lydo: Nhặt từ map at 04/11/2023 4:16 PM
BAG:nika1 add 2xĐá Ruby (old: 1) lydo: Nhặt từ map at 04/11/2023 4:16 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 4:17 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 4:17 PM
BAG:nika1 add 38xMảnh Quỷ bay (old: 37) lydo: Nhặt từ map at 04/11/2023 4:18 PM
BAG:nika1 add 39xMảnh Quỷ bay (old: 38) lydo: Nhặt từ map at 04/11/2023 4:18 PM
BAG:nika1 add 83xMảnh Quỷ đất (old: 82) lydo: Nhặt từ map at 04/11/2023 4:18 PM
BAG:nika1 add 27xNgọc Rồng 6 sao (old: 26) lydo: Nhặt từ map at 04/11/2023 4:18 PM
BAG:nika1 add 51xMảnh Quỷ đất mẹ (old: 50) lydo: Nhặt từ map at 04/11/2023 4:18 PM
BAG:nika1 add 99xĐá lục bảo (old: 98) lydo: Nhặt từ map at 04/11/2023 4:18 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 4:18 PM
BAG:nika1 add 84xMảnh Quỷ đất (old: 83) lydo: Nhặt từ map at 04/11/2023 4:18 PM
BAG:nika1 add 85xMảnh Quỷ đất (old: 84) lydo: Nhặt từ map at 04/11/2023 4:18 PM
BAG:nika1 add 28xNgọc Rồng 6 sao (old: 27) lydo: Nhặt từ map at 04/11/2023 4:18 PM
BAG:nika1 add 52xMảnh Quỷ đất mẹ (old: 51) lydo: Nhặt từ map at 04/11/2023 4:18 PM
BAG:nika1 add 86xMảnh Quỷ đất (old: 85) lydo: Nhặt từ map at 04/11/2023 4:18 PM
BAG:nika1 add 53xMảnh Quỷ đất mẹ (old: 52) lydo: Nhặt từ map at 04/11/2023 4:19 PM
BAG:nika1 add 40xMảnh Quỷ bay (old: 39) lydo: Nhặt từ map at 04/11/2023 4:19 PM
BAG:nika1 add 41xMảnh Quỷ bay (old: 40) lydo: Nhặt từ map at 04/11/2023 4:19 PM
BAG:nika1 add 91xĐá Titan (old: 90) lydo: Nhặt từ map at 04/11/2023 4:19 PM
BAG:nika1 add 87xMảnh Quỷ đất (old: 86) lydo: Nhặt từ map at 04/11/2023 4:20 PM
BAG:nika1 add 90xĐá thạch anh tím (old: 89) lydo: Nhặt từ map at 04/11/2023 4:20 PM
BAG:nika1 add 42xMảnh Quỷ bay (old: 41) lydo: Nhặt từ map at 04/11/2023 4:20 PM
BAG:nika1 add 43xMảnh Quỷ bay (old: 42) lydo: Nhặt từ map at 04/11/2023 4:21 PM
BAG:nika1 add 92xĐá Titan (old: 91) lydo: Nhặt từ map at 04/11/2023 4:21 PM
BAG:nika1 add 94xĐá Saphia (old: 93) lydo: Nhặt từ map at 04/11/2023 4:21 PM
BAG:nika1 add 93xĐá Titan (old: 92) lydo: Nhặt từ map at 04/11/2023 4:21 PM
BAG:nika1 add 91xĐá thạch anh tím (old: 90) lydo: Nhặt từ map at 04/11/2023 4:21 PM
BAG:nika1 add 54xMảnh Quỷ đất mẹ (old: 53) lydo: Nhặt từ map at 04/11/2023 4:22 PM
BAG:nika1 add 1xĐá lục bảo lydo: Nhặt từ map at 04/11/2023 4:22 PM
BAG:nika1 add 44xMảnh Quỷ bay (old: 43) lydo: Nhặt từ map at 04/11/2023 4:22 PM
BAG:nika1 add 2xĐá lục bảo (old: 1) lydo: Nhặt từ map at 04/11/2023 4:23 PM
BAG:nika1 add 88xMảnh Quỷ đất (old: 87) lydo: Nhặt từ map at 04/11/2023 4:23 PM
BAG:nika1 add 55xMảnh Quỷ đất mẹ (old: 54) lydo: Nhặt từ map at 04/11/2023 4:24 PM
BAG:nika1 add 89xMảnh Quỷ đất (old: 88) lydo: Nhặt từ map at 04/11/2023 4:24 PM
BAG:nika1 add 94xĐá Titan (old: 93) lydo: Nhặt từ map at 04/11/2023 4:24 PM
BAG:nika1 add 92xĐá thạch anh tím (old: 91) lydo: Nhặt từ map at 04/11/2023 4:24 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 4:24 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 4:24 PM
BAG:nika1 add 95xĐá Titan (old: 94) lydo: Nhặt từ map at 04/11/2023 4:24 PM
BAG:nika1 add 3xĐá Ruby (old: 2) lydo: Nhặt từ map at 04/11/2023 4:24 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 4:25 PM
BAG:nika1 add 90xMảnh Quỷ đất (old: 89) lydo: Nhặt từ map at 04/11/2023 4:25 PM
BAG:nika1 add 4xĐá Ruby (old: 3) lydo: Nhặt từ map at 04/11/2023 4:25 PM
BAG:nika1 add 91xMảnh Quỷ đất (old: 90) lydo: Nhặt từ map at 04/11/2023 4:25 PM
BAG:nika1 add 5xĐá Ruby (old: 4) lydo: Nhặt từ map at 04/11/2023 4:25 PM
BAG:nika1 add 92xMảnh Quỷ đất (old: 91) lydo: Nhặt từ map at 04/11/2023 4:25 PM
BAG:nika1 add 96xĐá Titan (old: 95) lydo: Nhặt từ map at 04/11/2023 4:25 PM
BAG:nika1 add 95xĐá Saphia (old: 94) lydo: Nhặt từ map at 04/11/2023 4:26 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 4:26 PM
BAG:nika1 add 1xGiầy vải thô lydo: Nhặt từ map at 04/11/2023 4:26 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 4:26 PM
BAG:nika1 add 93xĐá thạch anh tím (old: 92) lydo: Nhặt từ map at 04/11/2023 4:26 PM
BAG:nika1 add 93xMảnh Quỷ đất (old: 92) lydo: Nhặt từ map at 04/11/2023 4:27 PM
BAG:nika1 add 33xNgọc Rồng 5 sao (old: 32) lydo: Nhặt từ map at 04/11/2023 4:27 PM
BAG:nika1 add 56xMảnh Quỷ đất mẹ (old: 55) lydo: Nhặt từ map at 04/11/2023 4:27 PM
BAG:nika1 add 94xMảnh Quỷ đất (old: 93) lydo: Nhặt từ map at 04/11/2023 4:27 PM
BAG:nika1 add 95xMảnh Quỷ đất (old: 94) lydo: Nhặt từ map at 04/11/2023 4:28 PM
BAG:nika1 add 3xĐá lục bảo (old: 2) lydo: Nhặt từ map at 04/11/2023 4:28 PM
BAG:nika1 add 96xMảnh Quỷ đất (old: 95) lydo: Nhặt từ map at 04/11/2023 4:28 PM
BAG:nika1 add 94xĐá thạch anh tím (old: 93) lydo: Nhặt từ map at 04/11/2023 4:28 PM
BAG:nika1 add 97xĐá Titan (old: 96) lydo: Nhặt từ map at 04/11/2023 4:29 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 4:29 PM
BAG:nika1 add 4xĐá lục bảo (old: 3) lydo: Nhặt từ map at 04/11/2023 4:29 PM
BAG:nika1 add 97xMảnh Quỷ đất (old: 96) lydo: Nhặt từ map at 04/11/2023 4:30 PM
BAG:nika1 add 98xĐá Titan (old: 97) lydo: Nhặt từ map at 04/11/2023 4:30 PM
BAG:nika1 add 5xĐá lục bảo (old: 4) lydo: Nhặt từ map at 04/11/2023 4:31 PM
BAG:nika1 add 95xĐá thạch anh tím (old: 94) lydo: Nhặt từ map at 04/11/2023 4:31 PM
BAG:nika1 add 96xĐá thạch anh tím (old: 95) lydo: Nhặt từ map at 04/11/2023 4:31 PM
BAG:nika1 add 57xMảnh Quỷ đất mẹ (old: 56) lydo: Nhặt từ map at 04/11/2023 4:31 PM
BAG:nika1 add 6xĐá lục bảo (old: 5) lydo: Nhặt từ map at 04/11/2023 4:31 PM
BAG:nika1 add 99xĐá Titan (old: 98) lydo: Nhặt từ map at 04/11/2023 4:31 PM
BAG:nika1 add 29xNgọc Rồng 6 sao (old: 28) lydo: Nhặt từ map at 04/11/2023 4:32 PM
BAG:nika1 add 58xMảnh Quỷ đất mẹ (old: 57) lydo: Nhặt từ map at 04/11/2023 4:32 PM
BAG:nika1 add 34xNgọc Rồng 5 sao (old: 33) lydo: Nhặt từ map at 04/11/2023 4:32 PM
BAG:nika1 add 96xĐá Saphia (old: 95) lydo: Nhặt từ map at 04/11/2023 4:32 PM
BAG:nika1 add 45xMảnh Quỷ bay (old: 44) lydo: Nhặt từ map at 04/11/2023 4:33 PM
BAG:nika1 add 59xMảnh Quỷ đất mẹ (old: 58) lydo: Nhặt từ map at 04/11/2023 5:01 PM
BAG:nika1 add 7xĐá lục bảo (old: 6) lydo: Nhặt từ map at 04/11/2023 5:02 PM
BAG:nika1 add 46xMảnh Quỷ bay (old: 45) lydo: Nhặt từ map at 04/11/2023 5:02 PM
BAG:nika1 add 6xĐá Ruby (old: 5) lydo: Nhặt từ map at 04/11/2023 5:02 PM
BAG:nika1 add 60xMảnh Quỷ đất mẹ (old: 59) lydo: Nhặt từ map at 04/11/2023 5:02 PM
BAG:nika1 add 1xĐá Titan lydo: Nhặt từ map at 04/11/2023 5:02 PM
BAG:nika1 add 61xMảnh Quỷ đất mẹ (old: 60) lydo: Nhặt từ map at 04/11/2023 5:03 PM
BAG:nika1 add 7xĐá Ruby (old: 6) lydo: Nhặt từ map at 04/11/2023 5:03 PM
BAG:nika1 add 97xĐá thạch anh tím (old: 96) lydo: Nhặt từ map at 04/11/2023 5:04 PM
BAG:nika1 add 2xĐá Titan (old: 1) lydo: Nhặt từ map at 04/11/2023 5:04 PM
BAG:nika1 add 98xĐá thạch anh tím (old: 97) lydo: Nhặt từ map at 04/11/2023 5:04 PM
BAG:nika1 add 47xMảnh Quỷ bay (old: 46) lydo: Nhặt từ map at 04/11/2023 5:05 PM
BAG:nika1 add 8xĐá Ruby (old: 7) lydo: Nhặt từ map at 04/11/2023 5:05 PM
BAG:nika1 add 62xMảnh Quỷ đất mẹ (old: 61) lydo: Nhặt từ map at 04/11/2023 5:05 PM
BAG:nika1 add 8xĐá lục bảo (old: 7) lydo: Nhặt từ map at 04/11/2023 5:05 PM
BAG:nika1 add 9xĐá Ruby (old: 8) lydo: Nhặt từ map at 04/11/2023 5:06 PM
BAG:nika1 add 63xMảnh Quỷ đất mẹ (old: 62) lydo: Nhặt từ map at 04/11/2023 5:06 PM
BAG:nika1 add 3xĐá Titan (old: 2) lydo: Nhặt từ map at 04/11/2023 5:06 PM
BAG:nika1 add 10xĐá Ruby (old: 9) lydo: Nhặt từ map at 04/11/2023 5:06 PM
BAG:nika1 add 64xMảnh Quỷ đất mẹ (old: 63) lydo: Nhặt từ map at 04/11/2023 5:07 PM
BAG:nika1 add 97xĐá Saphia (old: 96) lydo: Nhặt từ map at 04/11/2023 5:08 PM
BAG:nika1 add 98xĐá Saphia (old: 97) lydo: Nhặt từ map at 04/11/2023 5:08 PM
BAG:nika1 add 48xMảnh Quỷ bay (old: 47) lydo: Nhặt từ map at 04/11/2023 5:08 PM
BAG:nika1 add 11xĐá Ruby (old: 10) lydo: Nhặt từ map at 04/11/2023 5:08 PM
BAG:nika1 add 9xĐá lục bảo (old: 8) lydo: Nhặt từ map at 04/11/2023 5:08 PM
BAG:nika1 add 65xMảnh Quỷ đất mẹ (old: 64) lydo: Nhặt từ map at 04/11/2023 5:09 PM
BAG:nika1 add 99xĐá thạch anh tím (old: 98) lydo: Nhặt từ map at 04/11/2023 5:09 PM
BAG:nika1 add 49xMảnh Quỷ bay (old: 48) lydo: Nhặt từ map at 04/11/2023 5:09 PM
BAG:nika1 add 10xĐá lục bảo (old: 9) lydo: Nhặt từ map at 04/11/2023 5:10 PM
BAG:nika1 add 66xMảnh Quỷ đất mẹ (old: 65) lydo: Nhặt từ map at 04/11/2023 5:10 PM
BAG:nika1 add 4xĐá Titan (old: 3) lydo: Nhặt từ map at 04/11/2023 5:10 PM
BAG:nika1 add 50xMảnh Quỷ bay (old: 49) lydo: Nhặt từ map at 04/11/2023 5:10 PM
BAG:nika1 add 11xĐá lục bảo (old: 10) lydo: Nhặt từ map at 04/11/2023 5:10 PM
BAG:nika1 add 35xNgọc Rồng 5 sao (old: 34) lydo: Nhặt từ map at 04/11/2023 5:11 PM
BAG:nika1 add 98xMảnh Quỷ đất (old: 97) lydo: Nhặt từ map at 04/11/2023 5:11 PM
BAG:nika1 add 99xMảnh Quỷ đất (old: 98) lydo: Nhặt từ map at 04/11/2023 5:11 PM
BAG:nika1 add 51xMảnh Quỷ bay (old: 50) lydo: Nhặt từ map at 04/11/2023 5:12 PM
BAG:nika1 add 12xĐá lục bảo (old: 11) lydo: Nhặt từ map at 04/11/2023 5:12 PM
BAG:nika1 add 52xMảnh Quỷ bay (old: 51) lydo: Nhặt từ map at 04/11/2023 5:12 PM
BAG:nika1 add 1xMảnh Quỷ đất lydo: Nhặt từ map at 04/11/2023 5:12 PM
BAG:nika1 add 99xĐá Saphia (old: 98) lydo: Nhặt từ map at 04/11/2023 5:13 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 5:13 PM
BAG:nika1 add 13xĐá lục bảo (old: 12) lydo: Nhặt từ map at 04/11/2023 5:13 PM
BAG:nika1 add 67xMảnh Quỷ đất mẹ (old: 66) lydo: Nhặt từ map at 04/11/2023 5:13 PM
BAG:nika1 add 12xĐá Ruby (old: 11) lydo: Nhặt từ map at 04/11/2023 5:13 PM
BAG:nika1 add 53xMảnh Quỷ bay (old: 52) lydo: Nhặt từ map at 04/11/2023 5:13 PM
BAG:nika1 add 1xĐá Saphia lydo: Nhặt từ map at 04/11/2023 5:13 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 5:14 PM
BAG:nika1 add 1xĐá thạch anh tím lydo: Nhặt từ map at 04/11/2023 5:14 PM
BAG:nika1 add 68xMảnh Quỷ đất mẹ (old: 67) lydo: Nhặt từ map at 04/11/2023 5:14 PM
BAG:nika1 add 14xĐá lục bảo (old: 13) lydo: Nhặt từ map at 04/11/2023 5:15 PM
BAG:nika1 add 2xĐá thạch anh tím (old: 1) lydo: Nhặt từ map at 04/11/2023 5:15 PM
BAG:nika1 add 13xĐá Ruby (old: 12) lydo: Nhặt từ map at 04/11/2023 5:15 PM
BAG:nika1 add 54xMảnh Quỷ bay (old: 53) lydo: Nhặt từ map at 04/11/2023 5:15 PM
BAG:nika1 add 14xĐá Ruby (old: 13) lydo: Nhặt từ map at 04/11/2023 5:15 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 5:16 PM
BAG:nika1 add 2xMảnh Quỷ đất (old: 1) lydo: Nhặt từ map at 04/11/2023 5:16 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 5:16 PM
BAG:nika1 add 1xGiầy vải thô lydo: Nhặt từ map at 04/11/2023 5:16 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 5:16 PM
BAG:nika1 add 69xMảnh Quỷ đất mẹ (old: 68) lydo: Nhặt từ map at 04/11/2023 5:16 PM
BAG:nika1 add 5xĐá Titan (old: 4) lydo: Nhặt từ map at 04/11/2023 5:16 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 5:17 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 5:17 PM
BAG:nika1 add 3xMảnh Quỷ đất (old: 2) lydo: Nhặt từ map at 04/11/2023 5:17 PM
BAG:nika1 add 70xMảnh Quỷ đất mẹ (old: 69) lydo: Nhặt từ map at 04/11/2023 5:17 PM
BAG:nika1 add 55xMảnh Quỷ bay (old: 54) lydo: Nhặt từ map at 04/11/2023 5:18 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 5:18 PM
BAG:nika1 add 15xĐá lục bảo (old: 14) lydo: Nhặt từ map at 04/11/2023 5:18 PM
BAG:nika1 add 4xMảnh Quỷ đất (old: 3) lydo: Nhặt từ map at 04/11/2023 5:18 PM
BAG:nika1 add 1xGiầy vải thô lydo: Nhặt từ map at 04/11/2023 5:18 PM
BAG:nika1 add 15xĐá Ruby (old: 14) lydo: Nhặt từ map at 04/11/2023 5:18 PM
BAG:nika1 add 30xNgọc Rồng 6 sao (old: 29) lydo: Nhặt từ map at 04/11/2023 5:18 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 5:19 PM
BAG:nika1 add 16xĐá lục bảo (old: 15) lydo: Nhặt từ map at 04/11/2023 5:19 PM
BAG:nika1 add 5xMảnh Quỷ đất (old: 4) lydo: Nhặt từ map at 04/11/2023 5:19 PM
BAG:nika1 add 2xĐá Saphia (old: 1) lydo: Nhặt từ map at 04/11/2023 5:20 PM
BAG:nika1 add 17xĐá lục bảo (old: 16) lydo: Nhặt từ map at 04/11/2023 5:20 PM
BAG:nika1 add 56xMảnh Quỷ bay (old: 55) lydo: Nhặt từ map at 04/11/2023 5:20 PM
BAG:nika1 add 3xĐá Saphia (old: 2) lydo: Nhặt từ map at 04/11/2023 5:20 PM
BAG:nika1 add 57xMảnh Quỷ bay (old: 56) lydo: Nhặt từ map at 04/11/2023 5:20 PM
BAG:nika1 add 71xMảnh Quỷ đất mẹ (old: 70) lydo: Nhặt từ map at 04/11/2023 5:21 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 5:21 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 5:21 PM
BAG:nika1 add 18xĐá lục bảo (old: 17) lydo: Nhặt từ map at 04/11/2023 5:21 PM
BAG:nika1 add 19xĐá lục bảo (old: 18) lydo: Nhặt từ map at 04/11/2023 5:22 PM
BAG:nika1 add 6xMảnh Quỷ đất (old: 5) lydo: Nhặt từ map at 04/11/2023 5:22 PM
BAG:nika1 add 6xĐá Titan (old: 5) lydo: Nhặt từ map at 04/11/2023 5:23 PM
BAG:nika1 add 16xĐá Ruby (old: 15) lydo: Nhặt từ map at 04/11/2023 5:23 PM
BAG:nika1 add 58xMảnh Quỷ bay (old: 57) lydo: Nhặt từ map at 04/11/2023 5:24 PM
BAG:nika1 add 31xNgọc Rồng 6 sao (old: 30) lydo: Nhặt từ map at 04/11/2023 5:24 PM
BAG:nika1 add 7xMảnh Quỷ đất (old: 6) lydo: Nhặt từ map at 04/11/2023 5:24 PM
BAG:nika1 add 17xĐá Ruby (old: 16) lydo: Nhặt từ map at 04/11/2023 5:24 PM
BAG:nika1 add 59xMảnh Quỷ bay (old: 58) lydo: Nhặt từ map at 04/11/2023 5:25 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 5:25 PM
BAG:nika1 add 72xMảnh Quỷ đất mẹ (old: 71) lydo: Nhặt từ map at 04/11/2023 5:26 PM
BAG:nika1 add 20xĐá lục bảo (old: 19) lydo: Nhặt từ map at 04/11/2023 5:27 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 5:27 PM
BAG:nika1 add 18xĐá Ruby (old: 17) lydo: Nhặt từ map at 04/11/2023 5:27 PM
BAG:nika1 add 8xMảnh Quỷ đất (old: 7) lydo: Nhặt từ map at 04/11/2023 5:28 PM
BAG:nika1 add 60xMảnh Quỷ bay (old: 59) lydo: Nhặt từ map at 04/11/2023 5:28 PM
BAG:nika1 add 3xĐá thạch anh tím (old: 2) lydo: Nhặt từ map at 04/11/2023 5:28 PM
BAG:nika1 add 7xĐá Titan (old: 6) lydo: Nhặt từ map at 04/11/2023 5:28 PM
BAG:nika1 add 9xMảnh Quỷ đất (old: 8) lydo: Nhặt từ map at 04/11/2023 5:28 PM
BAG:nika1 add 4xĐá Saphia (old: 3) lydo: Nhặt từ map at 04/11/2023 5:29 PM
BAG:nika1 add 5xĐá Saphia (old: 4) lydo: Nhặt từ map at 04/11/2023 5:29 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 5:29 PM
BAG:nika1 add 8xĐá Titan (old: 7) lydo: Nhặt từ map at 04/11/2023 5:30 PM
BAG:nika1 add 21xĐá lục bảo (old: 20) lydo: Nhặt từ map at 04/11/2023 5:30 PM
BAG:nika1 add 10xMảnh Quỷ đất (old: 9) lydo: Nhặt từ map at 04/11/2023 5:30 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 5:30 PM
BAG:nika1 add 1xGiầy vải thô lydo: Nhặt từ map at 04/11/2023 5:30 PM
BAG:nika1 add 11xMảnh Quỷ đất (old: 10) lydo: Nhặt từ map at 04/11/2023 5:30 PM
BAG:nika1 add 19xĐá Ruby (old: 18) lydo: Nhặt từ map at 04/11/2023 5:31 PM
BAG:nika1 add 12xMảnh Quỷ đất (old: 11) lydo: Nhặt từ map at 04/11/2023 5:31 PM
BAG:nika1 add 36xNgọc Rồng 5 sao (old: 35) lydo: Nhặt từ map at 04/11/2023 5:31 PM
BAG:nika1 add 20xĐá Ruby (old: 19) lydo: Nhặt từ map at 04/11/2023 5:31 PM
BAG:nika1 add 37xNgọc Rồng 5 sao (old: 36) lydo: Nhặt từ map at 04/11/2023 5:31 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 5:32 PM
BAG:nika1 add 73xMảnh Quỷ đất mẹ (old: 72) lydo: Nhặt từ map at 04/11/2023 5:32 PM
BAG:nika1 add 13xMảnh Quỷ đất (old: 12) lydo: Nhặt từ map at 04/11/2023 5:32 PM
BAG:nika1 add 61xMảnh Quỷ bay (old: 60) lydo: Nhặt từ map at 04/11/2023 5:32 PM
BAG:nika1 add 4xĐá thạch anh tím (old: 3) lydo: Nhặt từ map at 04/11/2023 5:32 PM
BAG:nika1 add 14xMảnh Quỷ đất (old: 13) lydo: Nhặt từ map at 04/11/2023 5:32 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 5:32 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 5:32 PM
BAG:nika1 add 21xĐá Ruby (old: 20) lydo: Nhặt từ map at 04/11/2023 5:33 PM
BAG:nika1 add 1xGiày lông đỏ lydo: Cường Hóa trang bị at 04/11/2023 6:01 PM
BAG:nika1 add 1xGăng lông đỏ lydo: Cường Hóa trang bị at 04/11/2023 6:01 PM
BAG:nika1 add 1xGăng lưỡng long lydo: Cường Hóa trang bị at 04/11/2023 6:01 PM
BAG:nika1 add 1xGiày lưỡng long lydo: Cường Hóa trang bị at 04/11/2023 6:01 PM
BAG:nika1 add 1xGăng Thần Xayda lydo: Cường Hóa trang bị at 04/11/2023 6:01 PM
BAG:nika1 add 1xGiầy Thần Xayda lydo: Cường Hóa trang bị at 04/11/2023 6:01 PM
BAG:nika1 add 1xGăng Hủy Diệt lydo: Cường Hóa trang bị at 04/11/2023 6:02 PM
BAG:nika1 add 1xGiầy Hủy Diệt lydo: Cường Hóa trang bị at 04/11/2023 6:02 PM
BAG:nika1 add 1xGăng lông đỏ lydo: Cường Hóa trang bị at 04/11/2023 6:02 PM
BAG:nika1 add 1xGăng lưỡng long lydo: Cường Hóa trang bị at 04/11/2023 6:02 PM
BAG:nika1 add 6xĐá Vĩnh Hằng (old: 5) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 6xĐá Hắc Hóa (old: 5) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 7xĐá Vĩnh Hằng (old: 6) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 7xĐá Hắc Hóa (old: 6) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 8xĐá Vĩnh Hằng (old: 7) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 8xĐá Hắc Hóa (old: 7) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 10xĐá Vĩnh Hằng (old: 9) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 10xĐá Hắc Hóa (old: 9) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 11xĐá Vĩnh Hằng (old: 10) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 11xĐá Hắc Hóa (old: 10) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 12xĐá Vĩnh Hằng (old: 11) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 12xĐá Hắc Hóa (old: 11) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 13xĐá Vĩnh Hằng (old: 12) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 13xĐá Hắc Hóa (old: 12) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 14xĐá Vĩnh Hằng (old: 13) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 14xĐá Hắc Hóa (old: 13) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 15xĐá Vĩnh Hằng (old: 14) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 15xĐá Hắc Hóa (old: 14) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 16xĐá Vĩnh Hằng (old: 15) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 16xĐá Hắc Hóa (old: 15) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 17xĐá Vĩnh Hằng (old: 16) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 17xĐá Hắc Hóa (old: 16) lydo: Mua santa at 04/11/2023 6:03 PM
