BAG:xdxdxd add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 03/17/2023 6:00 AM
BAG:xdxdxd add 1xMảnh hồn bông tai lydo: Nhặt từ map at 03/17/2023 6:00 AM
BAG:xdxdxd add 7xĐá lục bảo (old: 6) lydo: Nhặt từ map at 03/17/2023 6:00 AM
BAG:xdxdxd add 15xBổ khí (old: 14) lydo: HQT at 03/17/2023 8:44 AM
BAG:xdxdxd add 7xGiáp Xên bọ hung (old: 6) lydo: HQT at 03/17/2023 8:44 AM
BAG:xdxdxd add 75xNgọc Rồng 5 sao (old: 74) lydo: HQT at 03/17/2023 8:44 AM
BAG:xdxdxd add 90xBổ huyết (old: 89) lydo: HQT at 03/17/2023 8:44 AM
BAG:xdxdxd add 91xBổ huyết (old: 90) lydo: HQT at 03/17/2023 8:44 AM
BAG:xdxdxd add 92xBổ huyết (old: 91) lydo: HQT at 03/17/2023 8:44 AM
BAG:xdxdxd add 8xGiáp Xên bọ hung (old: 7) lydo: HQT at 03/17/2023 8:44 AM
BAG:xdxdxd add 52xĐá thạch anh tím (old: 51) lydo: Nhặt từ map at 03/17/2023 8:44 AM
BAG:xdxdxd add 93xCuồng nộ (old: 92) lydo: HQT at 03/17/2023 8:44 AM
BAG:xdxdxd add 61xNgọc Rồng 6 sao (old: 60) lydo: HQT at 03/17/2023 8:44 AM
BAG:xdxdxd add 9xGiáp Xên bọ hung (old: 8) lydo: HQT at 03/17/2023 8:44 AM
BAG:xdxdxd add 16xBổ khí (old: 15) lydo: HQT at 03/17/2023 8:44 AM
BAG:xdxdxd add 62xNgọc Rồng 6 sao (old: 61) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 70xĐá Ruby (old: 69) lydo: Nhặt từ map at 03/17/2023 8:45 AM
BAG:xdxdxd add 10xGiáp Xên bọ hung (old: 9) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 48xNgọc Rồng 4 sao (old: 47) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 63xNgọc Rồng 6 sao (old: 62) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 76xNgọc Rồng 5 sao (old: 75) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 64xNgọc Rồng 6 sao (old: 63) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 67xNgọc Rồng 7 sao (old: 66) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 49xNgọc Rồng 4 sao (old: 48) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 17xBổ khí (old: 16) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 94xCuồng nộ (old: 93) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 18xBổ khí (old: 17) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 77xNgọc Rồng 5 sao (old: 76) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 53xĐá thạch anh tím (old: 52) lydo: Nhặt từ map at 03/17/2023 8:45 AM
BAG:xdxdxd add 95xCuồng nộ (old: 94) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 93xBổ huyết (old: 92) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 68xNgọc Rồng 7 sao (old: 67) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 65xNgọc Rồng 6 sao (old: 64) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 11xGiáp Xên bọ hung (old: 10) lydo: HQT at 03/17/2023 8:45 AM
BAG:xdxdxd add 96xCuồng nộ (old: 95) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 69xNgọc Rồng 7 sao (old: 68) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 70xNgọc Rồng 7 sao (old: 69) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 66xNgọc Rồng 6 sao (old: 65) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 97xCuồng nộ (old: 96) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 98xCuồng nộ (old: 97) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 12xGiáp Xên bọ hung (old: 11) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 19xBổ khí (old: 18) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 13xGiáp Xên bọ hung (old: 12) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 14xGiáp Xên bọ hung (old: 13) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 80xPháo hoa (old: 75) lydo: Nhặt từ map at 03/17/2023 8:46 AM
BAG:xdxdxd add 15xGiáp Xên bọ hung (old: 14) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 94xBổ huyết (old: 93) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 20xBổ khí (old: 19) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 50xNgọc Rồng 4 sao (old: 49) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 78xNgọc Rồng 5 sao (old: 77) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 71xNgọc Rồng 7 sao (old: 70) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 72xNgọc Rồng 7 sao (old: 71) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 95xBổ huyết (old: 94) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 73xNgọc Rồng 7 sao (old: 72) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 79xNgọc Rồng 5 sao (old: 78) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 67xNgọc Rồng 6 sao (old: 66) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 63xĐá Titan (old: 62) lydo: Nhặt từ map at 03/17/2023 8:46 AM
BAG:xdxdxd add 16xGiáp Xên bọ hung (old: 15) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 21xBổ khí (old: 20) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 22xBổ khí (old: 21) lydo: HQT at 03/17/2023 8:46 AM
BAG:xdxdxd add 55xPháo hoa (old: 50) lydo: Nhặt từ map at 03/17/2023 8:47 AM
BAG:xdxdxd add 60xPháo hoa (old: 55) lydo: Nhặt từ map at 03/17/2023 8:47 AM
BAG:xdxdxd add 74xNgọc Rồng 7 sao (old: 73) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 17xGiáp Xên bọ hung (old: 16) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 68xNgọc Rồng 6 sao (old: 67) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 80xNgọc Rồng 5 sao (old: 79) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 75xNgọc Rồng 7 sao (old: 74) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 44xPháo hoa (old: 39) lydo: Nhặt từ map at 03/17/2023 8:47 AM
BAG:xdxdxd add 51xNgọc Rồng 4 sao (old: 50) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 76xNgọc Rồng 7 sao (old: 75) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 52xNgọc Rồng 4 sao (old: 51) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 99xCuồng nộ (old: 98) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 77xNgọc Rồng 7 sao (old: 76) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 78xNgọc Rồng 7 sao (old: 77) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 79xNgọc Rồng 7 sao (old: 78) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 23xBổ khí (old: 22) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 69xNgọc Rồng 6 sao (old: 68) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 70xNgọc Rồng 6 sao (old: 69) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 18xGiáp Xên bọ hung (old: 17) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 81xNgọc Rồng 5 sao (old: 80) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 53xNgọc Rồng 4 sao (old: 52) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 96xBổ huyết (old: 95) lydo: HQT at 03/17/2023 8:47 AM
BAG:xdxdxd add 54xNgọc Rồng 4 sao (old: 53) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 1xCuồng nộ lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 55xNgọc Rồng 4 sao (old: 54) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 24xBổ khí (old: 23) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 71xNgọc Rồng 6 sao (old: 70) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 25xBổ khí (old: 24) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 1xPháo hoa lydo: Nhặt từ map at 03/17/2023 8:48 AM
BAG:xdxdxd add 99xPháo hoa (old: 95) lydo: Nhặt từ map at 03/17/2023 8:48 AM
BAG:xdxdxd add 69xĐá Saphia (old: 68) lydo: Nhặt từ map at 03/17/2023 8:48 AM
BAG:xdxdxd add 2xCuồng nộ (old: 1) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 82xNgọc Rồng 5 sao (old: 81) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 72xNgọc Rồng 6 sao (old: 71) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 56xNgọc Rồng 4 sao (old: 55) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 83xNgọc Rồng 5 sao (old: 82) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 19xGiáp Xên bọ hung (old: 18) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 57xNgọc Rồng 4 sao (old: 56) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 97xBổ huyết (old: 96) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 84xNgọc Rồng 5 sao (old: 83) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 58xNgọc Rồng 4 sao (old: 57) lydo: HQT at 03/17/2023 8:48 AM
BAG:xdxdxd add 20xGiáp Xên bọ hung (old: 19) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 98xBổ huyết (old: 97) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 26xBổ khí (old: 25) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 71xĐá Ruby (old: 70) lydo: Nhặt từ map at 03/17/2023 8:49 AM
BAG:xdxdxd add 21xGiáp Xên bọ hung (old: 20) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 27xBổ khí (old: 26) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 28xBổ khí (old: 27) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 80xNgọc Rồng 7 sao (old: 79) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 85xNgọc Rồng 5 sao (old: 84) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 73xNgọc Rồng 6 sao (old: 72) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 3xCuồng nộ (old: 2) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 86xNgọc Rồng 5 sao (old: 85) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 99xBổ huyết (old: 98) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 22xGiáp Xên bọ hung (old: 21) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 1xBổ huyết lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 29xBổ khí (old: 28) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 87xNgọc Rồng 5 sao (old: 86) lydo: HQT at 03/17/2023 8:49 AM
BAG:xdxdxd add 59xNgọc Rồng 4 sao (old: 58) lydo: HQT at 03/17/2023 8:50 AM
BAG:xdxdxd add 60xNgọc Rồng 4 sao (old: 59) lydo: HQT at 03/17/2023 8:50 AM
BAG:xdxdxd add 4xCuồng nộ (old: 3) lydo: HQT at 03/17/2023 8:50 AM
BAG:xdxdxd add 61xNgọc Rồng 4 sao (old: 60) lydo: HQT at 03/17/2023 8:50 AM
BAG:xdxdxd add 2xBổ huyết (old: 1) lydo: HQT at 03/17/2023 8:50 AM
BAG:xdxdxd add 3xBổ huyết (old: 2) lydo: HQT at 03/17/2023 8:50 AM
BAG:xdxdxd add 62xNgọc Rồng 4 sao (old: 61) lydo: HQT at 03/17/2023 8:50 AM
BAG:xdxdxd add 74xNgọc Rồng 6 sao (old: 73) lydo: HQT at 03/17/2023 8:50 AM
BAG:xdxdxd add 63xNgọc Rồng 4 sao (old: 62) lydo: HQT at 03/17/2023 8:50 AM
BAG:xdxdxd add 64xNgọc Rồng 4 sao (old: 63) lydo: HQT at 03/17/2023 8:50 AM
BAG:xdxdxd add 65xĐá lục bảo (old: 64) lydo: Nhặt từ map at 03/17/2023 8:51 AM
BAG:xdxdxd add 64xĐá Titan (old: 63) lydo: Nhặt từ map at 03/17/2023 8:51 AM
BAG:xdxdxd add 75xNgọc Rồng 6 sao (old: 74) lydo: HQT at 03/17/2023 8:51 AM
BAG:xdxdxd add 76xNgọc Rồng 6 sao (old: 75) lydo: HQT at 03/17/2023 8:51 AM
BAG:xdxdxd add 23xGiáp Xên bọ hung (old: 22) lydo: HQT at 03/17/2023 8:51 AM
BAG:xdxdxd add 5xCuồng nộ (old: 4) lydo: HQT at 03/17/2023 8:51 AM
BAG:xdxdxd add 88xNgọc Rồng 5 sao (old: 87) lydo: HQT at 03/17/2023 8:51 AM
BAG:xdxdxd add 4xBổ huyết (old: 3) lydo: HQT at 03/17/2023 8:51 AM
BAG:xdxdxd add 81xNgọc Rồng 7 sao (old: 80) lydo: HQT at 03/17/2023 8:51 AM
BAG:xdxdxd add 65xNgọc Rồng 4 sao (old: 64) lydo: HQT at 03/17/2023 8:51 AM
BAG:xdxdxd add 77xNgọc Rồng 6 sao (old: 76) lydo: HQT at 03/17/2023 8:51 AM
BAG:xdxdxd add 78xNgọc Rồng 6 sao (old: 77) lydo: HQT at 03/17/2023 8:51 AM
BAG:xdxdxd add 66xNgọc Rồng 4 sao (old: 65) lydo: HQT at 03/17/2023 8:51 AM
BAG:xdxdxd add 5xBổ huyết (old: 4) lydo: HQT at 03/17/2023 8:52 AM
BAG:xdxdxd add 24xGiáp Xên bọ hung (old: 23) lydo: HQT at 03/17/2023 8:52 AM
BAG:xdxdxd add 79xNgọc Rồng 6 sao (old: 78) lydo: HQT at 03/17/2023 8:52 AM
BAG:xdxdxd add 25xGiáp Xên bọ hung (old: 24) lydo: HQT at 03/17/2023 8:52 AM
BAG:xdxdxd add 26xGiáp Xên bọ hung (old: 25) lydo: HQT at 03/17/2023 8:52 AM
BAG:xdxdxd add 89xNgọc Rồng 5 sao (old: 88) lydo: HQT at 03/17/2023 8:52 AM
BAG:xdxdxd add 6xBổ huyết (old: 5) lydo: HQT at 03/17/2023 8:52 AM
BAG:xdxdxd add 90xNgọc Rồng 5 sao (old: 89) lydo: Nhặt từ map at 03/17/2023 8:53 AM
BAG:xdxdxd add 30xBổ khí (old: 29) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 82xNgọc Rồng 7 sao (old: 81) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 7xBổ huyết (old: 6) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 8xBổ huyết (old: 7) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 91xNgọc Rồng 5 sao (old: 90) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 83xNgọc Rồng 7 sao (old: 82) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 9xBổ huyết (old: 8) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 84xNgọc Rồng 7 sao (old: 83) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 92xNgọc Rồng 5 sao (old: 91) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 27xGiáp Xên bọ hung (old: 26) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 10xBổ huyết (old: 9) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 93xNgọc Rồng 5 sao (old: 92) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 80xNgọc Rồng 6 sao (old: 79) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 31xBổ khí (old: 30) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 6xCuồng nộ (old: 5) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 11xBổ huyết (old: 10) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 81xNgọc Rồng 6 sao (old: 80) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 85xNgọc Rồng 7 sao (old: 84) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 86xNgọc Rồng 7 sao (old: 85) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 7xCuồng nộ (old: 6) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 87xNgọc Rồng 7 sao (old: 86) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 28xGiáp Xên bọ hung (old: 27) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 67xNgọc Rồng 4 sao (old: 66) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 88xNgọc Rồng 7 sao (old: 87) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 12xBổ huyết (old: 11) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 13xBổ huyết (old: 12) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 14xBổ huyết (old: 13) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 94xNgọc Rồng 5 sao (old: 93) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 68xNgọc Rồng 4 sao (old: 67) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 89xNgọc Rồng 7 sao (old: 88) lydo: HQT at 03/17/2023 8:53 AM
BAG:xdxdxd add 8xCuồng nộ (old: 7) lydo: HQT at 03/17/2023 8:54 AM
BAG:xdxdxd add 15xBổ huyết (old: 14) lydo: HQT at 03/17/2023 8:54 AM
BAG:xdxdxd add 16xBổ huyết (old: 15) lydo: HQT at 03/17/2023 8:54 AM
BAG:xdxdxd add 95xNgọc Rồng 5 sao (old: 94) lydo: HQT at 03/17/2023 8:54 AM
BAG:xdxdxd add 82xNgọc Rồng 6 sao (old: 81) lydo: HQT at 03/17/2023 8:54 AM
BAG:xdxdxd add 9xCuồng nộ (old: 8) lydo: HQT at 03/17/2023 8:54 AM
BAG:xdxdxd add 96xNgọc Rồng 5 sao (old: 95) lydo: HQT at 03/17/2023 8:54 AM
BAG:xdxdxd add 97xNgọc Rồng 5 sao (old: 96) lydo: HQT at 03/17/2023 8:54 AM
BAG:xdxdxd add 10xCuồng nộ (old: 9) lydo: HQT at 03/17/2023 8:54 AM
BAG:xdxdxd add 60xPháo hoa (old: 55) lydo: Nhặt từ map at 03/17/2023 8:54 AM
BAG:xdxdxd add 54xĐá thạch anh tím (old: 53) lydo: Nhặt từ map at 03/17/2023 8:54 AM
BAG:xdxdxd add 32xBổ khí (old: 31) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 33xBổ khí (old: 32) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 29xGiáp Xên bọ hung (old: 28) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 17xBổ huyết (old: 16) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 34xBổ khí (old: 33) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 69xNgọc Rồng 4 sao (old: 68) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 90xNgọc Rồng 7 sao (old: 89) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 83xNgọc Rồng 6 sao (old: 82) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 35xBổ khí (old: 34) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 30xGiáp Xên bọ hung (old: 29) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 70xNgọc Rồng 4 sao (old: 69) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 71xNgọc Rồng 4 sao (old: 70) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 84xNgọc Rồng 6 sao (old: 83) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 31xGiáp Xên bọ hung (old: 30) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 72xNgọc Rồng 4 sao (old: 71) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 11xCuồng nộ (old: 10) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 98xNgọc Rồng 5 sao (old: 97) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 85xNgọc Rồng 6 sao (old: 84) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 32xGiáp Xên bọ hung (old: 31) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 18xBổ huyết (old: 17) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 36xBổ khí (old: 35) lydo: HQT at 03/17/2023 8:55 AM
BAG:xdxdxd add 99xNgọc Rồng 5 sao (old: 98) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 91xNgọc Rồng 7 sao (old: 90) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 37xBổ khí (old: 36) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 33xGiáp Xên bọ hung (old: 32) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 34xGiáp Xên bọ hung (old: 33) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 1xNgọc Rồng 5 sao lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 19xBổ huyết (old: 18) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 62xPháo hoa (old: 57) lydo: Nhặt từ map at 03/17/2023 8:56 AM
BAG:xdxdxd add 92xNgọc Rồng 7 sao (old: 91) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 20xBổ huyết (old: 19) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 93xNgọc Rồng 7 sao (old: 92) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 21xBổ huyết (old: 20) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 2xNgọc Rồng 5 sao (old: 1) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 73xNgọc Rồng 4 sao (old: 72) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 3xNgọc Rồng 5 sao (old: 2) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 74xNgọc Rồng 4 sao (old: 73) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 12xCuồng nộ (old: 11) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 94xNgọc Rồng 7 sao (old: 93) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 13xCuồng nộ (old: 12) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 4xNgọc Rồng 5 sao (old: 3) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 43xPháo hoa (old: 38) lydo: Nhặt từ map at 03/17/2023 8:56 AM
BAG:xdxdxd add 22xBổ huyết (old: 21) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 75xNgọc Rồng 4 sao (old: 74) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 86xNgọc Rồng 6 sao (old: 85) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 14xCuồng nộ (old: 13) lydo: HQT at 03/17/2023 8:56 AM
BAG:xdxdxd add 87xNgọc Rồng 6 sao (old: 86) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 5xNgọc Rồng 5 sao (old: 4) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 76xNgọc Rồng 4 sao (old: 75) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 23xBổ huyết (old: 22) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 6xNgọc Rồng 5 sao (old: 5) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 88xNgọc Rồng 6 sao (old: 87) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 77xNgọc Rồng 4 sao (old: 76) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 38xBổ khí (old: 37) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 26xPháo hoa (old: 21) lydo: Nhặt từ map at 03/17/2023 8:57 AM
BAG:xdxdxd add 78xNgọc Rồng 4 sao (old: 77) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 35xGiáp Xên bọ hung (old: 34) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 79xNgọc Rồng 4 sao (old: 78) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 36xGiáp Xên bọ hung (old: 35) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 89xNgọc Rồng 6 sao (old: 88) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 24xBổ huyết (old: 23) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 66xĐá lục bảo (old: 65) lydo: Nhặt từ map at 03/17/2023 8:57 AM
BAG:xdxdxd add 37xGiáp Xên bọ hung (old: 36) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 67xĐá lục bảo (old: 66) lydo: Nhặt từ map at 03/17/2023 8:57 AM
BAG:xdxdxd add 90xNgọc Rồng 6 sao (old: 89) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 95xNgọc Rồng 7 sao (old: 94) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 38xGiáp Xên bọ hung (old: 37) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 91xNgọc Rồng 6 sao (old: 90) lydo: HQT at 03/17/2023 8:57 AM
BAG:xdxdxd add 25xBổ huyết (old: 24) lydo: HQT at 03/17/2023 8:58 AM
BAG:xdxdxd add 39xGiáp Xên bọ hung (old: 38) lydo: HQT at 03/17/2023 8:58 AM
BAG:xdxdxd add 80xNgọc Rồng 4 sao (old: 79) lydo: HQT at 03/17/2023 8:58 AM
