BAG:zvuiz add 1xMảnh hồn bông tai lydo: Nhặt từ map at 04/09/2023 2:22 AM
BAG:zvuiz add 31xĐá lục bảo (old: 30) lydo: Nhặt từ map at 04/09/2023 2:22 AM
BAG:zvuiz add 82xĐá thạch anh tím (old: 81) lydo: Nhặt từ map at 04/09/2023 2:59 AM
BAG:zvuiz add 52xĐá Ruby (old: 51) lydo: Nhặt từ map at 04/09/2023 3:00 AM
BAG:zvuiz add 18xĐá Titan (old: 17) lydo: Nhặt từ map at 04/09/2023 3:01 AM
BAG:zvuiz add 94xNgọc Rồng 4 sao (old: 93) lydo: Nhặt từ map at 04/09/2023 3:01 AM
BAG:zvuiz add 53xĐá Ruby (old: 52) lydo: Nhặt từ map at 04/09/2023 3:02 AM
BAG:zvuiz add 42xĐá lục bảo (old: 41) lydo: Nhặt từ map at 04/09/2023 3:03 AM
BAG:zvuiz add 43xĐá lục bảo (old: 42) lydo: Nhặt từ map at 04/09/2023 3:03 AM
BAG:zvuiz add 44xĐá lục bảo (old: 43) lydo: Nhặt từ map at 04/09/2023 3:03 AM
BAG:zvuiz add 45xĐá lục bảo (old: 44) lydo: Nhặt từ map at 04/09/2023 3:04 AM
BAG:zvuiz add 54xĐá Ruby (old: 53) lydo: Nhặt từ map at 04/09/2023 3:05 AM
BAG:zvuiz add 46xĐá lục bảo (old: 45) lydo: Nhặt từ map at 04/09/2023 3:05 AM
BAG:zvuiz add 83xĐá thạch anh tím (old: 82) lydo: Nhặt từ map at 04/09/2023 3:05 AM
BAG:zvuiz add 13xĐá Saphia (old: 12) lydo: Nhặt từ map at 04/09/2023 3:06 AM
BAG:zvuiz add 84xĐá thạch anh tím (old: 83) lydo: Nhặt từ map at 04/09/2023 3:06 AM
BAG:zvuiz add 19xĐá Titan (old: 18) lydo: Nhặt từ map at 04/09/2023 3:06 AM
BAG:zvuiz add 55xĐá Ruby (old: 54) lydo: Nhặt từ map at 04/09/2023 3:07 AM
BAG:zvuiz add 85xĐá thạch anh tím (old: 84) lydo: Nhặt từ map at 04/09/2023 3:07 AM
BAG:zvuiz add 14xĐá Saphia (old: 13) lydo: Nhặt từ map at 04/09/2023 3:07 AM
BAG:zvuiz add 56xĐá Ruby (old: 55) lydo: Nhặt từ map at 04/09/2023 3:07 AM
BAG:zvuiz add 86xĐá thạch anh tím (old: 85) lydo: Nhặt từ map at 04/09/2023 3:07 AM
BAG:zvuiz add 57xĐá Ruby (old: 56) lydo: Nhặt từ map at 04/09/2023 3:08 AM
BAG:zvuiz add 58xĐá Ruby (old: 57) lydo: Nhặt từ map at 04/09/2023 3:08 AM
BAG:zvuiz add 15xĐá Saphia (old: 14) lydo: Nhặt từ map at 04/09/2023 3:08 AM
BAG:zvuiz add 87xĐá thạch anh tím (old: 86) lydo: Nhặt từ map at 04/09/2023 3:08 AM
BAG:zvuiz add 88xĐá thạch anh tím (old: 87) lydo: Nhặt từ map at 04/09/2023 3:09 AM
BAG:zvuiz add 16xĐá Saphia (old: 15) lydo: Nhặt từ map at 04/09/2023 3:09 AM
BAG:zvuiz add 59xĐá Ruby (old: 58) lydo: Nhặt từ map at 04/09/2023 3:11 AM
BAG:zvuiz add 17xĐá Saphia (old: 16) lydo: Nhặt từ map at 04/09/2023 3:12 AM
BAG:zvuiz add 18xĐá Saphia (old: 17) lydo: Nhặt từ map at 04/09/2023 3:12 AM
BAG:zvuiz add 81xNgọc Rồng 6 sao (old: 80) lydo: Nhặt từ map at 04/09/2023 3:13 AM
BAG:zvuiz add 19xĐá Saphia (old: 18) lydo: Nhặt từ map at 04/09/2023 3:13 AM
BAG:zvuiz add 89xĐá thạch anh tím (old: 88) lydo: Nhặt từ map at 04/09/2023 3:13 AM
BAG:zvuiz add 90xĐá thạch anh tím (old: 89) lydo: Nhặt từ map at 04/09/2023 3:13 AM
BAG:zvuiz add 20xĐá Titan (old: 19) lydo: Nhặt từ map at 04/09/2023 3:13 AM
BAG:zvuiz add 21xĐá Titan (old: 20) lydo: Nhặt từ map at 04/09/2023 3:14 AM
BAG:zvuiz add 22xĐá Titan (old: 21) lydo: Nhặt từ map at 04/09/2023 3:14 AM
BAG:zvuiz add 91xĐá thạch anh tím (old: 90) lydo: Nhặt từ map at 04/09/2023 3:14 AM
BAG:zvuiz add 20xĐá Saphia (old: 19) lydo: Nhặt từ map at 04/09/2023 3:15 AM
BAG:zvuiz add 21xĐá Saphia (old: 20) lydo: Nhặt từ map at 04/09/2023 3:15 AM
BAG:zvuiz add 92xĐá thạch anh tím (old: 91) lydo: Nhặt từ map at 04/09/2023 3:15 AM
BAG:zvuiz add 93xĐá thạch anh tím (old: 92) lydo: Nhặt từ map at 04/09/2023 3:16 AM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 8:33 AM
BAG:zvuiz add 6xNgọc Rồng 2 sao (old: 5) lydo: Nhặt từ map at 04/09/2023 8:37 AM
BAG:zvuiz add 47xPháo hoa (old: 46) lydo: Nhặt từ map at 04/09/2023 8:37 AM
BAG:zvuiz add 2xĐá bảo vệ lydo: Nhặt từ map at 04/09/2023 8:43 AM
BAG:zvuiz add 48xPháo hoa (old: 47) lydo: Nhặt từ map at 04/09/2023 8:43 AM
BAG:zvuiz add 59xĐá Ruby lydo: Lấy từ rương qua người at 04/09/2023 8:48 AM
BAG:zvuiz add 99xĐá Ruby (old: 59) lydo: Lấy từ rương qua người at 04/09/2023 8:48 AM
BAG:zvuiz add 59xĐá Ruby lydo: Lấy từ rương qua người at 04/09/2023 8:48 AM
BAG:zvuiz add 99xĐá Ruby (old: 59) lydo: Lấy từ rương qua người at 04/09/2023 8:48 AM
BAG:zvuiz add 59xĐá Ruby lydo: Lấy từ rương qua người at 04/09/2023 8:48 AM
BAG:zvuiz add 99xĐá Ruby (old: 59) lydo: Lấy từ rương qua người at 04/09/2023 8:48 AM
BAG:zvuiz add 59xĐá Ruby lydo: Lấy từ rương qua người at 04/09/2023 8:48 AM
BAG:zvuiz add 99xĐá Ruby (old: 59) lydo: Lấy từ rương qua người at 04/09/2023 8:48 AM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 8:50 AM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 9:12 AM
BAG:zvuiz add 1xGranolal lydo: Admin at 04/09/2023 9:13 AM
BAG:zvuiz add 1xCải Trang Thần Zeno lydo: Lấy từ body vào hành trang at 04/09/2023 9:13 AM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 9:13 AM
BAG:zvuiz add 1xGranolal lydo: Lấy từ body vào hành trang at 04/09/2023 9:16 AM
BAG:zvuiz add 1xGranolal lydo: Lấy từ body vào hành trang at 04/09/2023 9:16 AM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 9:22 AM
BAG:zvuiz add 1xÁo vải 3 lỗ lydo: Lấy từ body vào hành trang at 04/09/2023 9:24 AM
BAG:zvuiz add 1xQuần vải đen lydo: Lấy từ body vào hành trang at 04/09/2023 9:24 AM
BAG:zvuiz add 1xGăng Hủy Diệt lydo: Lấy từ body vào hành trang at 04/09/2023 9:24 AM
BAG:zvuiz add 1xGiầy nhựa lydo: Lấy từ body vào hành trang at 04/09/2023 9:24 AM
BAG:zvuiz add 1xNhẫn Thần Linh lydo: Lấy từ body vào hành trang at 04/09/2023 9:24 AM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 9:24 AM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 9:25 AM
BAG:zvuiz add 1xGranolal lydo: Lấy từ body đệ vào hành trang at 04/09/2023 9:37 AM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 9:37 AM
BAG:zvuiz add 1xÁo vải 3 lỗ lydo: Lấy từ body vào hành trang at 04/09/2023 9:40 AM
BAG:zvuiz add 1xQuần Hủy Diệt lydo: Lấy từ body vào hành trang at 04/09/2023 9:40 AM
BAG:zvuiz add 1xGăng Hủy Diệt lydo: Lấy từ body vào hành trang at 04/09/2023 9:40 AM
BAG:zvuiz add 1xGiầy nhựa lydo: Lấy từ body vào hành trang at 04/09/2023 9:40 AM
BAG:zvuiz add 1xRada cấp 1 lydo: Lấy từ body vào hành trang at 04/09/2023 9:40 AM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 3:09 PM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 3:11 PM
BAG:zvuiz add 4xĐá bảo vệ (old: 2) lydo: Nhặt từ map at 04/09/2023 3:12 PM
BAG:zvuiz add 49xPháo hoa (old: 48) lydo: Nhặt từ map at 04/09/2023 3:16 PM
BAG:zvuiz add 50xPháo hoa (old: 49) lydo: Nhặt từ map at 04/09/2023 3:16 PM
BAG:zvuiz add 51xPháo hoa (old: 50) lydo: Nhặt từ map at 04/09/2023 3:16 PM
BAG:zvuiz add 52xPháo hoa (old: 51) lydo: Nhặt từ map at 04/09/2023 3:16 PM
BAG:zvuiz add 53xPháo hoa (old: 52) lydo: Nhặt từ map at 04/09/2023 3:16 PM
BAG:zvuiz add 95xNgọc Rồng 4 sao (old: 94) lydo: Nhặt từ map at 04/09/2023 3:17 PM
BAG:zvuiz add 7xNgọc Rồng 2 sao (old: 6) lydo: Nhặt từ map at 04/09/2023 3:18 PM
BAG:zvuiz add 54xPháo hoa (old: 53) lydo: Nhặt từ map at 04/09/2023 3:18 PM
BAG:zvuiz add 1xCột nhà lydo: Lấy từ rương qua người at 04/09/2023 3:27 PM
BAG:zvuiz add 1xTự động luyện tập lydo: Lấy từ rương qua người at 04/09/2023 3:27 PM
BAG:zvuiz add 1xCải trang Siêu Thần Trái Đất lydo: Lấy từ rương qua người at 04/09/2023 3:27 PM
BAG:zvuiz add 1xQuần Thần Linh lydo: Lấy từ rương qua người at 04/09/2023 3:28 PM
BAG:zvuiz add 4500xĐá ngũ sắc lydo: Lấy từ rương qua người at 04/09/2023 3:28 PM
BAG:zvuiz add 99xThỏi vàng lydo: Lấy từ rương qua người at 04/09/2023 3:28 PM
BAG:zvuiz add 1xKiếm ánh sáng lydo: Mua từ cửa hàng at 04/09/2023 3:29 PM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 3:29 PM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 3:30 PM
BAG:zvuiz add 1xCá heo lydo: Lấy từ rương qua người at 04/09/2023 3:30 PM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 3:31 PM
BAG:zvuiz add 6xĐá bảo vệ (old: 4) lydo: Nhặt từ map at 04/09/2023 3:32 PM
BAG:zvuiz add 55xPháo hoa (old: 54) lydo: Nhặt từ map at 04/09/2023 3:33 PM
BAG:zvuiz add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 04/09/2023 3:38 PM
